req_id,llama_20251110T073554_10_argmax,deepseek_20251112T144147_10_argmax,match
52854,4,1,0
52910,4,0,0
52936,4,0,0
52968,3,4,0
53140,3,3,1
53147,4,1,0
53210,0,2,0
53632,4,3,0
53797,3,4,0
53828,4,2,0
54230,0,0,1
54311,1,4,0
54674,1,1,1
54948,2,2,1
54959,3,2,0
55298,2,2,1
55350,4,4,1
55571,1,4,0
55591,1,1,1
55644,2,1,0
55839,2,4,0
56274,4,0,0
56334,2,3,0
56468,4,3,0
56511,3,0,0
56768,1,2,0
56965,4,4,1
57138,0,3,0
57147,4,3,0
57204,1,1,1
57465,3,3,1
57507,3,4,0
57528,0,1,0
57575,0,1,0
57655,4,0,0
57968,0,0,1
58096,4,0,0
58259,4,2,0
58394,1,2,0
58682,2,3,0
59041,2,1,0
59931,0,4,0
59965,1,3,0
60018,2,3,0
60204,2,2,1
60279,1,3,0
60314,4,4,1
60383,0,1,0
60391,1,4,0
60605,0,1,0
60722,3,3,1
60971,4,4,1
61292,2,2,1
61315,2,4,0
61514,0,3,0
62440,4,1,0
62908,3,0,0
63085,2,0,0
63335,1,2,0
63377,4,1,0
63459,2,3,0
63598,4,0,0
64033,3,3,1
64404,1,4,0
64529,1,3,0
64597,3,4,0
64643,1,1,1
64877,2,3,0
65115,1,4,0
65140,3,1,0
65597,3,0,0
66130,0,2,0
66157,1,1,1
66333,2,4,0
66362,4,1,0
66393,3,1,0
66415,0,0,1
67699,3,2,0
67843,4,2,0
68473,1,2,0
68584,1,0,0
68608,4,0,0
68612,1,4,0
68620,0,0,1
68957,0,1,0
69007,4,4,1
69357,1,0,0
69702,2,1,0
69769,4,0,0
69793,3,1,0
70043,2,1,0
71280,4,3,0
71416,3,0,0
71673,3,4,0
72242,4,2,0
72329,3,1,0
72440,1,4,0
72542,4,3,0
72611,2,0,0
72759,4,0,0
73248,0,3,0
73277,0,1,0
73513,4,4,1
73998,4,1,0
74104,1,2,0
74820,1,0,0
74904,2,2,1
75618,3,3,1
75738,0,0,1
75890,1,2,0
76442,0,0,1
76465,0,2,0
76555,0,0,1
76728,0,1,0
76855,2,3,0
77029,3,2,0
77085,2,1,0
77220,1,1,1
77259,1,2,0
77382,4,0,0
77408,1,2,0
77645,1,2,0
77783,3,1,0
77833,1,2,0
77859,2,0,0
78085,4,2,0
78150,2,1,0
78241,0,0,1
78447,4,2,0
78844,4,0,0
78922,0,0,1
78964,2,2,1
79096,3,1,0
79463,0,0,1
79604,4,1,0
79629,2,1,0
79734,1,3,0
79943,0,3,0
80037,4,4,1
80357,4,1,0
80709,3,0,0
80737,0,4,0
80799,0,1,0
80978,1,4,0
81077,2,1,0
81423,1,1,1
81600,0,1,0
81855,2,4,0
81896,3,0,0
82255,0,0,1
82619,0,3,0
82631,4,1,0
83854,4,0,0
84213,2,2,1
84617,0,1,0
84937,3,2,0
85075,2,0,0
85230,2,3,0
85333,1,1,1
85410,4,0,0
85429,3,2,0
85670,0,0,1
85671,4,3,0
86158,2,1,0
86258,2,1,0
86700,2,3,0
86776,3,1,0
86921,3,2,0
86999,1,3,0
87039,2,3,0
87070,0,1,0
87171,0,3,0
87638,0,1,0
87775,3,1,0
87869,4,0,0
88273,3,4,0
88329,3,3,1
88546,3,2,0
88737,0,3,0
88782,0,1,0
88899,4,1,0
88989,0,0,1
89008,3,1,0
89016,3,3,1
89303,4,4,1
89891,0,0,1
89962,3,1,0
90222,2,0,0
90429,1,1,1
90832,3,2,0
91011,3,2,0
91259,0,2,0
91421,1,1,1
91684,0,0,1
92061,4,2,0
92065,4,0,0
92834,2,4,0
92893,0,0,1
93126,0,0,1
93127,2,2,1
93468,3,4,0
93761,1,0,0
93782,0,1,0
94607,4,3,0
94844,3,4,0
94921,3,2,0
94959,1,1,1
95240,1,3,0
95612,1,1,1
95755,3,0,0
96213,4,3,0
96227,0,0,1
96614,4,3,0
97895,4,3,0
97935,1,4,0
98146,1,0,0
98153,2,1,0
98429,3,4,0
98550,4,2,0
99166,1,3,0
99247,4,0,0
99490,2,3,0
99945,3,0,0
99961,0,4,0
100013,4,0,0
100382,2,2,1
100474,4,0,0
100595,4,1,0
100904,1,1,1
101742,2,0,0
101928,3,0,0
102033,1,4,0
102068,4,3,0
102402,1,1,1
102687,0,0,1
102789,4,0,0
102985,0,1,0
103246,0,1,0
